Transcript	Intron_No	Beg	End
GA20669-RB 	 3	11844576	11844644	1
GA20669-RB 	 4	11845396	11845463	1
GA20669-RB 	 5	11845782	11846022	1
GA20669-RB 	 6	11846155	11846246	1
GA20669-RB 	 7	11846447	11846550	1
GA20669-RB 	 8	11846815	11847521	1
GA20669-RB 	 9	11847648	11847941	1
GA20669-RB 	10	11848048	11850553	1
GA20669-RB 	11	11850676	11850748	1
GA20669-RB 	12	11850848	11850908	1
GA20669-RB 	13	11851143	11851229	1
GA20669-RB 	14	11851377	11854232	1
GA20669-RB 	15	11854386	11855484	1
GA20669-RB 	16	11855621	11856610	1
GA20669-RB 	17	11856662	11857622	1
GA20669-RB 	18	11857689	11857755	1
GA20753-RA 	 1	 3916077	 3916132	1
GA20753-RA 	 2	 3916163	 3916219	1
GA20753-RA 	 3	 3916268	 3916340	1
GA20753-RA 	 4	 3917091	 3917145	1
GA20753-RA 	 5	 3917448	 3917520	1
GA20763-RA 	 1	 9085221	 9085302	1
GA20763-RA 	 2	 9085413	 9085540	1
GA20763-RA 	 3	 9085692	 9085747	1
GA20763-RA 	 4	 9086513	 9086568	1
GA20763-RA 	 5	 9086706	 9086784	1
GA20763-RA 	 6	 9086975	 9087056	1
GA20763-RA 	 7	 9087105	 9087201	1
GA20763-RA 	 8	 9087311	 9087388	1
GA20767-RB 	 1	 9057518	 9057580	1
GA20767-RB 	 2	 9057722	 9057779	1
GA20767-RB 	 3	 9057925	 9058080	1
GA20767-RB 	 4	 9058283	 9058350	1
GA20767-RB 	 5	 9058856	 9058917	1
GA20767-RB 	 6	 9059097	 9059169	1
GA20767-RB 	 7	 9059378	 9059438	1
GA20767-RB 	 8	 9059850	 9059907	1
GA20767-RB 	 9	 9060250	 9060302	1
GA20767-RB 	10	 9060512	 9060575	1
GA20767-RB 	11	 9060745	 9060802	1
GA20767-RB 	12	 9061571	 9061627	1
GA20767-RB 	13	 9062207	 9062265	1
GA20767-RB 	14	 9062378	 9062445	1
GA20767-RB 	15	 9063614	 9063677	1
GA20767-RB 	16	 9064210	 9064267	1
GA20767-RB 	17	 9064762	 9064821	1
GA20767-RB 	18	 9065198	 9065261	1
GA20767-RB 	19	 9065385	 9065452	1
GA20767-RB 	20	 9065712	 9065770	1
GA20768-RA 	 1	 9067447	 9067504	1
GA20772-RC 	 1	 9054684	 9055038	1
GA20772-RC 	 2	 9055435	 9055504	1
GA20772-RC 	 3	 9055649	 9055710	1
GA20774-RD 	 1	 9043035	 9045015	1
GA20774-RD 	 2	 9045170	 9045237	1
GA20774-RD 	 3	 9045593	 9045811	1
GA20774-RD 	 4	 9045958	 9046954	1
GA20775-RB 	 1	13926202	13926251	1
GA20775-RB 	 2	13927664	13927724	1
GA20777-RA 	 1	14571013	14571074	1
GA20777-RA 	 2	14571337	14571403	1
GA20777-RA 	 3	14571507	14571568	1
GA20787-RA 	 1	 9071473	 9071524	1
GA20787-RA 	 2	 9071635	 9071689	1
GA20787-RA 	 3	 9071841	 9071889	1
GA20787-RA 	 4	 9072080	 9072134	1
GA20787-RA 	 5	 9072461	 9072532	1
GA20787-RA 	 6	 9072679	 9072742	1
GA20787-RA 	 7	 9072933	 9072993	1
GA20787-RA 	 8	 9073151	 9073211	1
GA20793-RB 	 1	 9095166	 9095432	1
GA20793-RB 	 2	 9095436	 9095598	1
GA20793-RB 	 3	 9095777	 9095840	1
GA20793-RB 	 4	 9096140	 9096198	1
GA20794-RA 	 1	13989993	13990399	1
GA20794-RA 	 2	13990631	13990691	1
GA20796-RA 	 1	 3945313	 3945370	1
GA20796-RA 	 2	 3945634	 3945694	1
GA20796-RA 	 3	 3946269	 3946333	1
GA20796-RA 	 4	 3946462	 3946521	1
GA20796-RA 	 5	 3946666	 3946720	1
GA20796-RA 	 6	 3947320	 3947379	1
GA20796-RA 	 7	 3948189	 3948243	1
GA20800-RA 	 1	11603887	11603940	1
GA20800-RA 	 2	11604197	11604257	1
GA20803-RA 	 1	14018846	14018934	1
GA20805-RB 	 1	14022196	14022259	1
GA20805-RB 	 2	14022362	14022429	1
GA20807-RA 	 1	14033718	14033780	1
GA20807-RA 	 2	14033939	14033990	1
GA20808-RC 	 1	  463090	  463144	1
GA20808-RC 	 2	  463257	  465499	1
GA20808-RC 	 3	  465637	  465806	1
GA20808-RC 	 4	  465903	  466116	1
GA20808-RC 	 5	  466526	  466630	1
GA20808-RC 	 6	  467117	  467204	1
GA20808-RC 	 7	  467329	  467401	1
GA20808-RC 	 8	  467508	  467581	1
GA20809-RC 	 1	14039771	14039845	1
GA20809-RC 	 2	14040093	14040298	1
GA20809-RC 	 3	14040540	14040613	1
GA20809-RC 	 4	14040821	14040878	1
GA20809-RC 	 5	14041282	14041345	1
GA20810-RA 	 1	14049680	14049746	1
GA20810-RA 	 2	14049928	14049982	1
GA20810-RA 	 3	14050311	14050365	1
GA20810-RA 	 4	14051131	14051194	1
GA20810-RA 	 5	14051400	14051468	1
GA20810-RA 	 6	14051674	14051732	1
GA20811-RC 	 1	14054845	14055181	2
GA20811-RC 	 2	14055255	14056149	2
GA20811-RC 	 3	14056381	14056448	2
GA20811-RC 	 4	14056832	14060612	2
GA20816-RC 	 1	 5403451	 5403513	1
GA20816-RC 	 2	 5403785	 5403843	1
GA20816-RC 	 3	 5404070	 5404136	1
GA20816-RC 	 4	 5404319	 5404375	1
GA20816-RC 	 5	 5404558	 5404622	1
GA20816-RC 	 6	 5404809	 5404867	1
GA20818-RA 	 1	 5391478	 5391544	1
GA20818-RA 	 2	 5391850	 5391908	1
GA20818-RA 	 3	 5392434	 5392497	1
GA20818-RA 	 4	 5392589	 5393219	1
GA20818-RA 	 5	 5394029	 5394089	1
GA20818-RA 	 6	 5394458	 5396516	1
GA20819-RA 	 1	 5388693	 5388761	1
GA20821-RC 	 1	  534404	  538100	1
GA20821-RC 	 2	  539086	  539189	1
GA20821-RC 	 3	  539293	  539356	1
GA20821-RC 	 4	  539942	  540005	1
GA20821-RC 	 5	  540136	  540194	1
GA20821-RC 	 6	  540558	  540619	1
GA20821-RC 	 7	  541509	  541573	1
GA20823-RB 	 1	19186064	19187415	1
GA20823-RB 	 2	19187589	19187657	1
GA20823-RB 	 3	19188222	19188290	1
GA20823-RB 	 4	19188822	19188883	1
GA20852-RA 	 1	 4424603	 4424667	1
GA20852-RA 	 2	 4424844	 4424914	1
GA20852-RA 	 3	 4425884	 4425952	1
GA20852-RA 	 4	 4426292	 4426361	1
GA20854-RA 	 1	  585184	  585240	1
GA20854-RA 	 2	  586032	  587520	1
GA20854-RA 	 3	  589365	  589417	1
GA20854-RA 	 4	  589886	  589951	1
GA20854-RA 	 5	  590121	  590201	1
GA20855-RA 	 1	  593101	  593180	1
GA20855-RA 	 2	  594543	  594615	1
GA20856-RA 	 1	12406876	12406949	1
GA20856-RA 	 2	12407097	12407171	1
GA20856-RA 	 3	12407328	12407397	1
GA20860-RA 	 1	15083089	15083214	1
GA20860-RA 	 2	15083497	15083564	1
GA20860-RA 	 3	15083736	15085137	1
GA20860-RA 	 4	15085192	15086488	1
GA20860-RA 	 5	15086771	15088965	1
GA20860-RA 	 6	15089095	15089179	1
GA20860-RA 	 7	15089373	15089434	1
GA20860-RA 	 8	15089509	15089566	1
GA20862-RB 	 1	11826756	11826810	1
GA20862-RB 	 2	11826971	11827029	1
GA20862-RB 	 3	11827174	11827232	1
GA20862-RB 	 4	11827802	11827874	1
GA20862-RB 	 5	11828497	11828547	1
GA20862-RB 	 6	11829223	11829282	1
GA20863-RA 	 1	14107269	14107345	1
GA20863-RA 	 2	14107477	14107740	1
GA20863-RA 	 3	14107972	14108784	1
GA20863-RA 	 4	14108897	14108961	1
GA20863-RA 	 5	14109216	14109277	1
GA20863-RA 	 6	14109572	14109634	1
GA20864-RA 	 1	11823187	11823406	1
GA20864-RA 	 2	11824051	11824689	1
GA20865-RB 	 1	12466642	12466699	1
GA20865-RB 	 2	12467079	12467147	1
GA20865-RB 	 3	12467326	12467589	1
GA20865-RB 	 4	12468148	12470254	1
GA20865-RB 	 5	12470435	12470564	1
GA20867-RA 	 1	11819134	11819199	1
GA20867-RA 	 2	11820151	11821218	1
GA20871-RA 	 1	19190074	19190132	1
GA20871-RA 	 2	19190424	19190472	1
GA20871-RA 	 3	19190922	19190971	1
GA20871-RA 	 4	19191099	19191164	1
GA20871-RA 	 5	19191269	19191330	1
GA20873-RA 	 1	11699174	11704800	1
GA20873-RA 	 2	11705193	11707147	1
GA20873-RA 	 3	11707369	11707443	1
GA20873-RA 	 4	11708007	11708153	1
GA20875-RA 	 1	11672162	11672220	1
GA20875-RA 	 2	11672743	11673288	1
GA20876-RB 	 1	11655459	11658002	1
GA20876-RB 	 2	11658091	11658198	1
GA20876-RB 	 3	11658363	11658423	1
GA20876-RB 	 4	11658941	11659007	1
GA20876-RB 	 5	11659585	11659643	1
GA20876-RB 	 6	11660217	11660272	1
GA20876-RB 	 7	11660588	11660890	1
GA20876-RB 	 8	11662554	11662613	1
GA20876-RB 	 9	11662760	11663594	1
GA20876-RB 	10	11663698	11663766	1
GA20876-RB 	11	11663872	11665641	1
GA20876-RB 	12	11666053	11666118	1
GA20876-RB 	13	11666734	11666790	1
GA20876-RB 	14	11667106	11667177	1
GA20879-RA 	 1	11637455	11637509	1
GA20879-RA 	 2	11637694	11637749	1
GA20882-RA 	 1	11634452	11634506	1
GA20882-RA 	 2	11634648	11634705	1
GA20882-RA 	 3	11635215	11635281	1
GA20884-RC 	 1	11628108	11632229	1
GA20884-RC 	 2	11632686	11632748	1
GA20885-RA 	 1	14085800	14085857	1
GA20885-RA 	 2	14085954	14086035	1
GA20885-RA 	 3	14086798	14086862	1
GA20887-RA 	 1	15800921	15800978	1
GA20887-RA 	 2	15801391	15801451	1
GA20887-RA 	 3	15802050	15802112	1
GA20887-RA 	 4	15802167	15802219	1
GA20887-RA 	 5	15802361	15802433	1
GA20888-RA 	 1	14087281	14087362	2
GA20888-RA 	 2	14087466	14087545	2
GA20888-RA 	 3	14088806	14088868	2
GA20888-RA 	 4	14089087	14089154	2
GA20888-RA 	 5	14089278	14089336	2
GA20888-RA 	 6	14089516	14089573	2
GA20889-RA 	 1	14069859	14069913	2
GA20892-RA 	 1	 6094175	 6094445	1
GA20892-RA 	 2	 6094522	 6094589	1
GA20892-RA 	 3	 6094945	 6095113	1
GA20892-RA 	 4	 6095126	 6095240	1
GA20892-RA 	 5	 6095712	 6095782	1
GA20892-RA 	 6	 6095927	 6095992	1
GA20892-RA 	 7	 6096158	 6096396	1
GA20894-RA 	 1	 6092661	 6092715	1
GA20894-RA 	 2	 6092904	 6092958	1
GA20894-RA 	 3	 6093324	 6093386	1
GA20895-RA 	 1	19734637	19734690	1
GA20895-RA 	 2	19734864	19734918	1
GA20896-RE 	 1	19634466	19638019	1
GA20896-RE 	 2	19638332	19639896	1
GA20896-RE 	 3	19640174	19640237	1
GA20896-RE 	 4	19640328	19640395	1
GA20896-RE 	 5	19640451	19641437	1
GA20896-RE 	 6	19641549	19641698	1
GA20896-RE 	 7	19641970	19642036	1
GA20896-RE 	 8	19642586	19642649	1
GA20898-RA 	 1	19627314	19627380	1
GA20898-RA 	 2	19628084	19628148	1
GA20898-RA 	 3	19628414	19628479	1
GA20904-RA 	 1	19618493	19618553	1
GA20904-RA 	 2	19619064	19619151	1
GA20905-RA 	 1	12421659	12421718	1
GA20905-RA 	 2	12421825	12421884	1
GA20905-RA 	 3	12422114	12422173	1
GA20905-RA 	 4	12422301	12423231	1
GA20907-RA 	 1	19192760	19192827	1
GA20910-RB 	 1	12410022	12410123	1
GA20910-RB 	 2	12410532	12411348	1
GA20910-RB 	 3	12411467	12411604	1
GA20910-RB 	 4	12411844	12416688	1
GA20910-RB 	 5	12416920	12416995	1
GA20910-RB 	 6	12417230	12417290	1
GA20910-RB 	 7	12417815	12417882	1
GA20911-RA 	 1	  596983	  597075	1
GA20914-RA 	 1	  602352	  602426	1
GA20914-RA 	 2	  603616	  603686	1
GA20914-RA 	 3	  604185	  604244	1
GA20914-RA 	 4	  604368	  604434	1
GA20915-RA 	 1	10152870	10152989	2
GA20915-RA 	 2	10153181	10153239	2
GA20915-RA 	 3	10153410	10153470	2
GA20915-RA 	 4	10154618	10154681	2
GA20915-RA 	 5	10154797	10154860	2
GA20915-RA 	 6	10154983	10155051	2
GA20915-RA 	 7	10155152	10155206	2
GA20915-RA 	 8	10155261	10155332	2
GA20915-RA 	 9	10155452	10155511	2
GA20915-RA 	10	10155689	10155750	2
GA20915-RA 	11	10155948	10156010	2
GA20915-RA 	12	10156374	10156456	2
GA20915-RA 	13	10156653	10156710	2
GA20915-RA 	14	10156923	10156991	2
GA20915-RA 	15	10157214	10157272	2
GA20915-RA 	16	10157383	10157442	2
GA20916-RB 	 1	 2736763	 2736829	1
GA20916-RB 	 2	 2737574	 2737646	1
GA20916-RB 	 3	 2737701	 2737843	1
GA20916-RB 	 4	 2738070	 2738127	1
GA20916-RB 	 5	 2738574	 2738645	1
GA20916-RB 	 6	 2739173	 2739233	1
GA20916-RB 	 7	 2739542	 2739685	1
GA20918-RC 	 1	10151397	10151452	1
GA20918-RC 	 2	10151574	10152214	1
GA20921-RB 	 1	16855644	16862109	1
GA20921-RB 	 2	16862435	16862497	1
GA20921-RB 	 3	16862645	16862695	1
GA20921-RB 	 4	16863005	16863076	1
GA20923-RA 	 1	 2744207	 2744271	1
GA20924-RD 	 1	10136154	10146169	1
GA20924-RD 	 2	10146414	10146689	1
GA20924-RD 	 3	10148127	10148189	1
GA20926-RC 	 1	19475398	19475861	1
GA20926-RC 	 2	19476003	19476082	1
GA20926-RC 	 3	19476163	19478128	1
GA20927-RC 	 1	10143083	10143140	1
GA20927-RC 	 2	10143243	10143305	1
GA20927-RC 	 3	10144029	10144099	1
GA20927-RC 	 4	10144419	10144472	1
GA20927-RC 	 5	10144797	10144852	1
GA20927-RC 	 6	10145033	10145089	1
GA20927-RC 	 7	10145188	10145296	1
GA20928-RC 	 1	10140889	10140939	1
GA20928-RC 	 2	10141162	10141845	1
GA20928-RC 	 3	10141931	10142005	1
GA20929-RA 	 1	19461549	19461617	1
GA20929-RA 	 2	19461927	19461983	1
GA20930-RB 	 1	19213570	19213624	1
GA20930-RB 	 2	19214319	19214691	1
GA20930-RB 	 3	19215185	19215263	1
GA20930-RB 	 4	19215452	19215521	1
GA20930-RB 	 5	19215700	19215765	1
GA20930-RB 	 6	19216800	19216870	1
GA20930-RB 	 7	19217079	19217145	1
GA20931-RA 	 1	10132771	10132836	1
GA20931-RA 	 2	10133366	10133432	1
GA20931-RA 	 3	10133673	10133737	1
GA20931-RA 	 4	10134321	10135378	1
GA20933-RA 	 1	19454043	19454102	1
GA20933-RA 	 2	19454228	19454291	1
GA20933-RA 	 3	19454441	19454503	1
GA20933-RA 	 4	19454658	19457195	1
GA20935-RA 	 1	19445511	19445574	1
GA20935-RA 	 2	19445685	19445761	1
GA20935-RA 	 3	19445875	19445940	1
GA20935-RA 	 4	19446801	19446868	1
GA20935-RA 	 5	19447573	19447666	1
GA20936-RA 	 1	 2749301	 2749358	1
GA20937-RB 	 1	10127181	10127239	1
GA20937-RB 	 2	10128271	10128448	1
GA20938-RD 	 1	10123121	10123771	1
GA20939-RA 	 1	 9797373	 9797435	1
GA20941-RB 	 1	 9798444	 9798506	1
GA20941-RB 	 2	 9798579	 9798643	1
GA20941-RB 	 3	 9798962	 9799020	1
GA20941-RB 	 4	 9799132	 9799201	1
GA20941-RB 	 5	 9800635	 9800697	1
GA20941-RB 	 6	 9800798	 9800942	1
GA20941-RB 	 7	 9801000	 9801220	1
GA20941-RB 	 8	 9801334	 9801403	1
GA20941-RB 	 9	 9801648	 9801715	1
GA20941-RB 	10	 9802683	 9802739	1
GA20943-RA 	 1	 9804513	 9804571	1
GA20943-RA 	 2	 9805494	 9805553	1
GA20945-RD 	 1	16994504	16996438	1
GA20945-RD 	 2	16997421	16997496	1
GA20945-RD 	 3	16998616	16998685	1
GA20945-RD 	 4	16998813	16998876	1
GA20946-RA 	 1	 9805980	 9806105	1
GA20946-RA 	 2	 9807366	 9807432	1
GA20961-RA 	 1	17876187	17876259	1
GA20961-RA 	 2	17876496	17876562	1
GA20961-RA 	 3	17877348	17877413	1
GA20961-RA 	 4	17877694	17877764	1
GA20961-RA 	 5	17877933	17878026	1
GA20961-RA 	 6	17879229	17879289	1
GA20963-RA 	 1	17886996	17887063	1
GA20963-RA 	 2	17888076	17888136	1
GA20964-RH 	 1	17890757	17892201	1
GA20964-RH 	 2	17892424	17893158	1
GA20964-RH 	 3	17893697	17893760	1
GA20964-RH 	 4	17893979	17894036	1
GA20965-RA 	 1	17888797	17888856	1
GA20966-RA 	 1	 6618073	 6618139	1
GA20966-RA 	 2	 6619506	 6619572	1
GA20966-RA 	 3	 6619702	 6619793	1
GA20970-RA 	 1	19000698	19000757	1
GA20970-RA 	 2	19001142	19001200	1
GA20970-RA 	 3	19001385	19003267	1
GA20971-RC 	 1	19251306	19252078	1
GA20971-RC 	 2	19252584	19252647	1
GA20971-RC 	 3	19253090	19253159	1
GA20971-RC 	 4	19253418	19253505	1
GA20974-RA 	 1	 2752012	 2752066	1
GA20974-RA 	 2	 2752247	 2752367	1
GA20976-RA 	 1	 2025897	 2025972	1
GA20976-RA 	 2	 2026463	 2026531	1
GA20976-RA 	 3	 2027184	 2027249	1
GA20978-RA 	 1	18960633	18960686	1
GA20978-RA 	 2	18960909	18960966	1
GA20978-RA 	 3	18961180	18961240	1
GA20979-RA 	 1	18959196	18959256	1
GA20979-RA 	 2	18959373	18959426	1
GA20984-RA 	 1	18957857	18957918	1
GA20984-RA 	 2	18958056	18958119	1
GA20984-RA 	 3	18958276	18958339	1
GA20985-RA 	 1	 6575598	 6575662	1
GA20985-RA 	 2	 6575886	 6576498	1
GA20986-RB 	 1	18951474	18952477	1
GA20986-RB 	 2	18952664	18952741	1
GA20986-RB 	 3	18953469	18953540	1
GA20986-RB 	 4	18953862	18954454	1
GA20986-RB 	 5	18954663	18954740	1
GA20986-RB 	 6	18955975	18956034	1
GA20986-RB 	 7	18956376	18956448	1
GA20987-RA 	 1	15792014	15792077	1
GA20987-RA 	 2	15792214	15792346	1
GA20988-RA 	 1	18026928	18026992	1
GA20988-RA 	 2	18027190	18027259	1
GA20988-RA 	 3	18027374	18027435	1
GA20988-RA 	 4	18027564	18028065	1
GA20988-RA 	 5	18028615	18028667	1
GA20988-RA 	 6	18029602	18029662	1
GA20988-RA 	 7	18029775	18029830	1
GA20988-RA 	 8	18030114	18030187	1
GA20994-RA 	 1	16289309	16290721	1
GA20994-RA 	 2	16290955	16291010	1
GA20994-RA 	 3	16291111	16291170	1
GA20995-RA 	 1	 3688872	 3689066	1
GA20995-RA 	 2	 3689156	 3689216	1
GA20995-RA 	 3	 3689440	 3689507	1
GA21001-RA 	 1	16291773	16291838	1
GA21003-RA 	 1	 7937750	 7937809	1
GA21003-RA 	 2	 7938651	 7938703	1
GA21003-RA 	 3	 7938825	 7938904	1
GA21006-RA 	 1	 7936464	 7936517	1
GA21007-RA 	 1	17991745	17991811	1
GA21015-RA 	 1	 7928474	 7928549	1
GA21015-RA 	 2	 7928855	 7928956	1
GA21015-RA 	 3	 7929173	 7931852	1
GA21021-RA 	 1	 7916769	 7916850	1
GA21021-RA 	 2	 7917061	 7921133	1
GA21023-RA 	 1	18991669	18991732	1
GA21023-RA 	 2	18991927	18991983	1
GA21024-RH 	 1	16293155	16294894	1
GA21024-RH 	 2	16295032	16295159	1
GA21024-RH 	 3	16295240	16295680	1
GA21024-RH 	 4	16295990	16296447	1
GA21024-RH 	 5	16296645	16296810	1
GA21024-RH 	 6	16296917	16296997	1
GA21024-RH 	 7	16297323	16297399	1
GA21024-RH 	 8	16297565	16297624	1
GA21024-RH 	 9	16297773	16297826	1
GA21024-RH 	10	16297979	16298042	1
GA21024-RH 	11	16298644	16299965	1
GA21027-RB 	 1	17340612	17340675	1
GA21027-RB 	 2	17344748	17344795	1
GA21030-RA 	 1	15116424	15119791	1
GA21030-RA 	 2	15120004	15120065	1
GA21030-RA 	 3	15120283	15120791	1
GA21030-RA 	 4	15120932	15129022	1
GA21030-RA 	 5	15129197	15129261	1
GA21030-RA 	 6	15129519	15129756	1
GA21030-RA 	 7	15129954	15130013	1
GA21031-RA 	 1	 9373090	 9373155	1
GA21031-RA 	 2	 9374280	 9374337	1
GA21033-RA 	 1	 3696267	 3698743	1
GA21033-RA 	 2	 3698879	 3698936	1
GA21033-RA 	 3	 3699092	 3699156	1
GA21033-RA 	 4	 3699345	 3699410	1
GA21033-RA 	 5	 3699789	 3699855	1
GA21033-RA 	 6	 3700094	 3700146	1
GA21037-RA 	 1	17345733	17345804	1
GA21037-RA 	 2	17346105	17346170	1
GA21038-RA 	 1	17347995	17348055	1
GA21038-RA 	 2	17348438	17348496	1
GA21038-RA 	 3	17349453	17349522	1
GA21039-RA 	 1	17350630	17350699	1
GA21039-RA 	 2	17351174	17351237	1
GA21040-RA 	 1	15132683	15132740	1
GA21040-RA 	 2	15132896	15132959	1
GA21040-RA 	 3	15133057	15133125	1
GA21040-RA 	 4	15134373	15134582	1
GA21041-RA 	 1	17352636	17352691	1
GA21041-RA 	 2	17353167	17353231	1
GA21042-RA 	 1	16313502	16313574	1
GA21043-RA 	 1	17353535	17353591	1
GA21043-RA 	 2	17353789	17353848	1
GA21043-RA 	 3	17354015	17354067	1
GA21043-RA 	 4	17354357	17354409	1
GA21045-RA 	 1	17354826	17354882	1
GA21045-RA 	 2	17355012	17355078	1
GA21045-RA 	 3	17355226	17355297	1
GA21047-RC 	 1	16347096	16347155	1
GA21047-RC 	 2	16347652	16347721	1
GA21047-RC 	 3	16348344	16348403	1
GA21047-RC 	 4	16348517	16348744	1
GA21047-RC 	 5	16348904	16348968	1
GA21048-RA 	 1	16349873	16349942	1
GA21048-RA 	 2	16350063	16350120	1
GA21048-RA 	 3	16350396	16350455	1
GA21048-RA 	 4	16350602	16350672	1
GA21048-RA 	 5	16350828	16350895	1
GA21048-RA 	 6	16351042	16351101	1
GA21048-RA 	 7	16351352	16351406	1
GA21048-RA 	 8	16351609	16351677	1
GA21048-RA 	 9	16351868	16351940	1
GA21048-RA 	10	16352082	16352140	1
GA21048-RA 	11	16352364	16352460	1
GA21048-RA 	12	16352530	16352711	1
GA21049-RA 	 1	16353538	16353626	1
GA21049-RA 	 2	16353756	16353818	1
GA21049-RA 	 3	16353966	16354042	1
GA21049-RA 	 4	16354161	16354216	1
GA21049-RA 	 5	16354387	16354454	1
GA21051-RA 	 1	16362763	16364351	1
GA21051-RA 	 2	16364469	16365243	1
GA21051-RA 	 3	16366118	16366234	1
GA21051-RA 	 4	16366354	16366419	1
GA21051-RA 	 5	16366767	16366825	1
GA21051-RA 	 6	16367016	16367077	1
GA21051-RA 	 7	16367215	16367274	1
GA21051-RA 	 8	16367493	16367551	1
GA21051-RA 	 9	16367628	16367689	1
GA21051-RA 	10	16367843	16367902	1
GA21051-RA 	11	16369351	16369410	1
GA21051-RA 	12	16369513	16369573	1
GA21051-RA 	13	16369678	16369759	1
GA21052-RA 	 1	16316477	16316571	1
GA21052-RA 	 2	16317270	16323757	1
GA21053-RA 	 1	16372696	16372773	1
GA21053-RA 	 2	16372857	16372941	1
GA21053-RA 	 3	16373089	16373153	1
GA21053-RA 	 4	16373247	16373307	1
GA21053-RA 	 5	16373511	16373576	1
GA21053-RA 	 6	16373743	16373812	1
GA21053-RA 	 7	16373976	16374044	1
GA21053-RA 	 8	16374103	16374166	1
GA21053-RA 	 9	16374251	16374326	1
GA21053-RA 	10	16374460	16381568	1
GA21053-RA 	11	16381669	16381956	1
GA21053-RA 	12	16382639	16383477	1
GA21054-RA 	 1	  400964	  401035	1
GA21054-RA 	 2	  401120	  401178	1
GA21057-RA 	 1	 9969010	 9969069	1
GA21057-RA 	 2	 9970018	 9970091	1
GA21059-RC 	 1	16422287	16422349	1
GA21059-RC 	 2	16424373	16424426	1
GA21059-RC 	 3	16424550	16424627	1
GA21060-RA 	 1	16339780	16340028	1
GA21060-RA 	 2	16340189	16340615	1
GA21063-RA 	 1	18620377	18620452	1
GA21063-RA 	 2	18620510	18620734	1
GA21066-RC 	 1	18621784	18622879	1
GA21066-RC 	 2	18623066	18623120	1
GA21066-RC 	 3	18623271	18623324	1
GA21066-RC 	 4	18623400	18623455	1
GA21066-RC 	 5	18623779	18623841	1
GA21066-RC 	 6	18623959	18624014	1
GA21066-RC 	 7	18624169	18624374	1
GA21066-RC 	 8	18624453	18625000	1
GA21066-RC 	 9	18625112	18625276	1
GA21066-RC 	10	18625715	18626039	1
GA21066-RC 	11	18626153	18626585	1
GA21066-RC 	12	18626827	18626884	1
GA21066-RC 	13	18626991	18627054	1
GA21066-RC 	14	18627781	18627836	1
GA21067-RB 	 1	 4406466	 4406517	1
GA21067-RB 	 2	 4406720	 4406798	1
GA21067-RB 	 3	 4406856	 4406939	1
GA21067-RB 	 4	 4407056	 4407126	1
GA21067-RB 	 5	 4407316	 4407372	1
GA21067-RB 	 6	 4407484	 4407554	1
GA21067-RB 	 7	 4407629	 4407694	1
GA21067-RB 	 8	 4407870	 4407927	1
GA21067-RB 	 9	 4408022	 4408111	1
GA21067-RB 	10	 4408311	 4408369	1
GA21068-RA 	 1	18631469	18631523	1
GA21068-RA 	 2	18631668	18631724	1
GA21068-RA 	 3	18631879	18631933	1
GA21068-RA 	 4	18632120	18632174	1
GA21068-RA 	 5	18633028	18633102	1
GA21072-RA 	 1	18640966	18646394	1
GA21072-RA 	 2	18646753	18647191	1
GA21072-RA 	 3	18647519	18647621	1
GA21072-RA 	 4	18647884	18650950	1
GA21072-RA 	 5	18651050	18651115	1
GA21072-RA 	 6	18651311	18651367	1
GA21072-RA 	 7	18651510	18651619	1
GA21073-RA 	 1	 4319315	 4319377	1
GA21073-RA 	 2	 4319977	 4320044	1
GA21073-RA 	 3	 4320190	 4320249	1
GA21073-RA 	 4	 4320937	 4320996	1
GA21073-RA 	 5	 4321487	 4321539	1
GA21074-RA 	 1	 6569618	 6569683	1
GA21074-RA 	 2	 6570797	 6570859	1
GA21075-RA 	 1	 4298726	 4298785	1
GA21075-RA 	 2	 4299068	 4299137	1
GA21075-RA 	 3	 4299498	 4299564	1
GA21075-RA 	 4	 4300401	 4300469	1
GA21075-RA 	 5	 4300614	 4300673	1
GA21075-RA 	 6	 4300884	 4300955	1
GA21075-RA 	 7	 4301028	 4301347	1
GA21076-RA 	 1	 4295641	 4295702	1
GA21076-RA 	 2	 4296272	 4296329	1
GA21078-RA 	 1	  428138	  428198	1
GA21078-RA 	 2	  429181	  429635	1
GA21079-RA 	 1	 4277060	 4277126	1
GA21079-RA 	 2	 4277479	 4277538	1
GA21079-RA 	 3	 4277675	 4277737	1
GA21079-RA 	 4	 4277916	 4277982	1
GA21079-RA 	 5	 4278140	 4278201	1
GA21079-RA 	 6	 4278503	 4278572	1
GA21080-RA 	 1	 4274911	 4274967	1
GA21082-RB 	 1	 4439771	 4440913	1
GA21082-RB 	 2	 4442019	 4442065	1
GA21082-RB 	 3	 4444359	 4444422	1
GA21082-RB 	 4	 4444549	 4444614	1
GA21082-RB 	 5	 4444831	 4444898	1
GA21082-RB 	 6	 4445111	 4445184	1
GA21084-RA 	 1	 4447567	 4447621	1
GA21085-RA 	 1	 4450957	 4451096	1
GA21085-RA 	 2	 4451559	 4451616	1
GA21086-RA 	 1	 4458112	 4458175	1
GA21086-RA 	 2	 4458510	 4458576	1
GA21086-RA 	 3	 4458787	 4459028	1
GA21086-RA 	 4	 4459278	 4459404	1
GA21086-RA 	 5	 4459515	 4459577	1
GA21089-RA 	 1	 2946664	 2946732	1
GA21089-RA 	 2	 2947540	 2947605	1
