Transcript	Intron_No	Beg	End
GA20930-RB 	 5	19215700	19215765	1
GA20930-RB 	 6	19216800	19216870	1
GA20930-RB 	 7	19217079	19217145	1
GA20931-RA 	 1	 6942500	 6943557	1
GA20931-RA 	 2	 6944141	 6944205	1
GA20931-RA 	 3	 6944446	 6944512	1
GA20931-RA 	 4	 6945042	 6945107	1
GA20933-RA 	 1	19454043	19454102	1
GA20933-RA 	 2	19454228	19454291	1
GA20933-RA 	 3	19454441	19454503	1
GA20933-RA 	 4	19454658	19457195	1
GA20935-RA 	 1	19445511	19445574	1
GA20935-RA 	 2	19445685	19445761	1
GA20935-RA 	 3	19445875	19445940	1
GA20935-RA 	 4	19446801	19446868	1
GA20935-RA 	 5	19447573	19447666	1
GA20936-RA 	 1	14328520	14328577	1
GA20937-RB 	 1	 6949430	 6949607	1
GA20937-RB 	 2	 6950639	 6950697	1
GA20938-RD 	 1	 6954107	 6954757	1
GA20939-RA 	 1	 7280443	 7280505	1
GA20941-RB 	 1	 7275139	 7275195	1
GA20941-RB 	 2	 7276163	 7276230	1
GA20941-RB 	 3	 7276475	 7276544	1
GA20941-RB 	 4	 7276658	 7276878	1
GA20941-RB 	 5	 7276936	 7277080	1
GA20941-RB 	 6	 7277181	 7277243	1
GA20941-RB 	 7	 7278677	 7278746	1
GA20941-RB 	 8	 7278858	 7278916	1
GA20941-RB 	 9	 7279235	 7279299	1
GA20941-RB 	10	 7279372	 7279434	1
GA20943-RA 	 1	 7272325	 7272384	1
GA20943-RA 	 2	 7273307	 7273365	1
GA20945-RD 	 1	16994504	16996438	1
GA20945-RD 	 2	16997421	16997496	1
GA20945-RD 	 3	16998616	16998685	1
GA20945-RD 	 4	16998813	16998876	1
GA20946-RA 	 1	 7270446	 7270512	1
GA20946-RA 	 2	 7271773	 7271898	1
GA20961-RA 	 1	17876187	17876259	1
GA20961-RA 	 2	17876496	17876562	1
GA20961-RA 	 3	17877348	17877413	1
GA20961-RA 	 4	17877694	17877764	1
GA20961-RA 	 5	17877933	17878026	1
GA20961-RA 	 6	17879229	17879289	1
GA20963-RA 	 1	17886996	17887063	1
GA20963-RA 	 2	17888076	17888136	1
GA20964-RH 	 1	17890757	17892201	1
GA20964-RH 	 2	17892424	17893158	1
GA20964-RH 	 3	17893697	17893760	1
GA20964-RH 	 4	17893979	17894036	1
GA20965-RA 	 1	17888797	17888856	1
GA20966-RA 	 1	10458085	10458176	1
GA20966-RA 	 2	10458306	10458372	1
GA20966-RA 	 3	10459739	10459805	1
GA20970-RA 	 1	19000698	19000757	1
GA20970-RA 	 2	19001142	19001200	1
GA20970-RA 	 3	19001385	19003267	1
GA20971-RC 	 1	19251306	19252078	1
GA20971-RC 	 2	19252584	19252647	1
GA20971-RC 	 3	19253090	19253159	1
GA20971-RC 	 4	19253418	19253505	1
GA20974-RA 	 1	14325511	14325631	1
GA20974-RA 	 2	14325812	14325866	1
GA20976-RA 	 1	 2025897	 2025972	1
GA20976-RA 	 2	 2026463	 2026531	1
GA20976-RA 	 3	 2027184	 2027249	1
GA20978-RA 	 1	18960633	18960686	1
GA20978-RA 	 2	18960909	18960966	1
GA20978-RA 	 3	18961180	18961240	1
GA20979-RA 	 1	18959196	18959256	1
GA20979-RA 	 2	18959373	18959426	1
GA20984-RA 	 1	18957857	18957918	1
GA20984-RA 	 2	18958056	18958119	1
GA20984-RA 	 3	18958276	18958339	1
GA20985-RA 	 1	10501380	10501992	1
GA20985-RA 	 2	10502216	10502280	1
GA20986-RB 	 1	18951474	18952477	1
GA20986-RB 	 2	18952664	18952741	1
GA20986-RB 	 3	18953469	18953540	1
GA20986-RB 	 4	18953862	18954454	1
GA20986-RB 	 5	18954663	18954740	1
GA20986-RB 	 6	18955975	18956034	1
GA20986-RB 	 7	18956376	18956448	1
GA20987-RA 	 1	15792014	15792077	1
GA20987-RA 	 2	15792214	15792346	1
GA20988-RA 	 1	18026928	18026992	1
GA20988-RA 	 2	18027190	18027259	1
GA20988-RA 	 3	18027374	18027435	1
GA20988-RA 	 4	18027564	18028065	1
GA20988-RA 	 5	18028615	18028667	1
GA20988-RA 	 6	18029602	18029662	1
GA20988-RA 	 7	18029775	18029830	1
GA20988-RA 	 8	18030114	18030187	1
GA20994-RA 	 1	16289309	16290721	1
GA20994-RA 	 2	16290955	16291010	1
GA20994-RA 	 3	16291111	16291170	1
GA20995-RA 	 1	13388371	13388438	1
GA20995-RA 	 2	13388662	13388722	1
GA20995-RA 	 3	13388812	13389006	1
GA21001-RA 	 1	16291773	16291838	1
GA21003-RA 	 1	 9138974	 9139053	1
GA21003-RA 	 2	 9139175	 9139227	1
GA21003-RA 	 3	 9140069	 9140128	1
GA21006-RA 	 1	 9141361	 9141414	1
GA21007-RA 	 1	17991745	17991811	1
GA21015-RA 	 1	 9146026	 9148705	1
GA21015-RA 	 2	 9148922	 9149023	1
GA21015-RA 	 3	 9149329	 9149404	1
GA21021-RA 	 1	 9156745	 9160817	2
GA21021-RA 	 2	 9161028	 9161109	2
GA21023-RA 	 1	18991669	18991732	1
GA21023-RA 	 2	18991927	18991983	1
GA21024-RH 	 1	16293155	16294894	1
GA21024-RH 	 2	16295032	16295159	1
GA21024-RH 	 3	16295240	16295680	1
GA21024-RH 	 4	16295990	16296447	1
GA21024-RH 	 5	16296645	16296810	1
GA21024-RH 	 6	16296917	16296997	1
GA21024-RH 	 7	16297323	16297399	1
GA21024-RH 	 8	16297565	16297624	1
GA21024-RH 	 9	16297773	16297826	1
GA21024-RH 	10	16297979	16298042	1
GA21024-RH 	11	16298644	16299965	1
GA21027-RB 	 1	17340612	17340675	1
GA21027-RB 	 2	17344748	17344795	1
GA21030-RA 	 1	15116424	15119791	1
GA21030-RA 	 2	15120004	15120065	1
GA21030-RA 	 3	15120283	15120791	1
GA21030-RA 	 4	15120932	15129022	1
GA21030-RA 	 5	15129197	15129261	1
GA21030-RA 	 6	15129519	15129756	1
GA21030-RA 	 7	15129954	15130013	1
GA21031-RA 	 1	 7703541	 7703598	1
GA21031-RA 	 2	 7704723	 7704788	1
GA21033-RA 	 1	13377732	13377784	1
GA21033-RA 	 2	13378023	13378089	1
GA21033-RA 	 3	13378468	13378533	1
GA21033-RA 	 4	13378722	13378786	1
GA21033-RA 	 5	13378942	13378999	1
GA21033-RA 	 6	13379135	13381611	1
GA21037-RA 	 1	17345733	17345804	1
GA21037-RA 	 2	17346105	17346170	1
GA21038-RA 	 1	17347995	17348055	1
GA21038-RA 	 2	17348438	17348496	1
GA21038-RA 	 3	17349453	17349522	1
GA21039-RA 	 1	17350630	17350699	1
GA21039-RA 	 2	17351174	17351237	1
GA21040-RA 	 1	15132683	15132740	1
GA21040-RA 	 2	15132896	15132959	1
GA21040-RA 	 3	15133057	15133125	1
GA21040-RA 	 4	15134373	15134582	1
GA21041-RA 	 1	17352636	17352691	1
GA21041-RA 	 2	17353167	17353231	1
GA21042-RA 	 1	16313502	16313574	1
GA21043-RA 	 1	17353535	17353591	1
GA21043-RA 	 2	17353789	17353848	1
GA21043-RA 	 3	17354015	17354067	1
GA21043-RA 	 4	17354357	17354409	1
GA21045-RA 	 1	17354826	17354882	1
GA21045-RA 	 2	17355012	17355078	1
GA21045-RA 	 3	17355226	17355297	1
GA21047-RC 	 1	16347096	16347155	1
GA21047-RC 	 2	16347652	16347721	1
GA21047-RC 	 3	16348344	16348403	1
GA21047-RC 	 4	16348517	16348744	1
GA21047-RC 	 5	16348904	16348968	1
GA21048-RA 	 1	16349873	16349942	1
GA21048-RA 	 2	16350063	16350120	1
GA21048-RA 	 3	16350396	16350455	1
GA21048-RA 	 4	16350602	16350672	1
GA21048-RA 	 5	16350828	16350895	1
GA21048-RA 	 6	16351042	16351101	1
GA21048-RA 	 7	16351352	16351406	1
GA21048-RA 	 8	16351609	16351677	1
GA21048-RA 	 9	16351868	16351940	1
GA21048-RA 	10	16352082	16352140	1
GA21048-RA 	11	16352364	16352460	1
GA21048-RA 	12	16352530	16352711	1
GA21049-RA 	 1	16353538	16353626	1
GA21049-RA 	 2	16353756	16353818	1
GA21049-RA 	 3	16353966	16354042	1
GA21049-RA 	 4	16354161	16354216	1
GA21049-RA 	 5	16354387	16354454	1
GA21051-RA 	 1	16362763	16364351	1
GA21051-RA 	 2	16364469	16365243	1
GA21051-RA 	 3	16366118	16366234	1
GA21051-RA 	 4	16366354	16366419	1
GA21051-RA 	 5	16366767	16366825	1
GA21051-RA 	 6	16367016	16367077	1
GA21051-RA 	 7	16367215	16367274	1
GA21051-RA 	 8	16367493	16367551	1
GA21051-RA 	 9	16367628	16367689	1
GA21051-RA 	10	16367843	16367902	1
GA21051-RA 	11	16369351	16369410	1
GA21051-RA 	12	16369513	16369573	1
GA21051-RA 	13	16369678	16369759	1
GA21052-RA 	 1	16316477	16316571	1
GA21052-RA 	 2	16317270	16323757	1
GA21053-RA 	 1	16372696	16372773	1
GA21053-RA 	 2	16372857	16372941	1
GA21053-RA 	 3	16373089	16373153	1
GA21053-RA 	 4	16373247	16373307	1
GA21053-RA 	 5	16373511	16373576	1
GA21053-RA 	 6	16373743	16373812	1
GA21053-RA 	 7	16373976	16374044	1
GA21053-RA 	 8	16374103	16374166	1
GA21053-RA 	 9	16374251	16374326	1
GA21053-RA 	10	16374460	16381568	1
GA21053-RA 	11	16381669	16381956	1
GA21053-RA 	12	16382639	16383477	1
GA21054-RA 	 1	  400964	  401035	1
GA21054-RA 	 2	  401120	  401178	1
GA21057-RA 	 1	 7107787	 7107860	1
GA21057-RA 	 2	 7108809	 7108868	1
GA21059-RC 	 1	16422287	16422349	1
GA21059-RC 	 2	16424373	16424426	1
GA21059-RC 	 3	16424550	16424627	1
GA21060-RA 	 1	16339780	16340028	1
GA21060-RA 	 2	16340189	16340615	1
GA21063-RA 	 1	18620377	18620452	1
GA21063-RA 	 2	18620510	18620734	1
GA21066-RC 	 1	18621784	18622879	1
GA21066-RC 	 2	18623066	18623120	1
GA21066-RC 	 3	18623271	18623324	1
GA21066-RC 	 4	18623400	18623455	1
GA21066-RC 	 5	18623779	18623841	1
GA21066-RC 	 6	18623959	18624014	1
GA21066-RC 	 7	18624169	18624374	1
GA21066-RC 	 8	18624453	18625000	1
GA21066-RC 	 9	18625112	18625276	1
GA21066-RC 	10	18625715	18626039	1
GA21066-RC 	11	18626153	18626585	1
GA21066-RC 	12	18626827	18626884	1
GA21066-RC 	13	18626991	18627054	1
GA21066-RC 	14	18627781	18627836	1
GA21067-RB 	 1	12669509	12669567	2
GA21067-RB 	 2	12669767	12669856	2
GA21067-RB 	 3	12669951	12670008	2
GA21067-RB 	 4	12670184	12670249	2
GA21067-RB 	 5	12670324	12670394	2
GA21067-RB 	 6	12670506	12670562	2
GA21067-RB 	 7	12670752	12670822	2
GA21067-RB 	 8	12670939	12671022	2
GA21067-RB 	 9	12671080	12671158	2
GA21067-RB 	10	12671361	12671412	2
GA21068-RA 	 1	18631469	18631523	1
GA21068-RA 	 2	18631668	18631724	1
GA21068-RA 	 3	18631879	18631933	1
GA21068-RA 	 4	18632120	18632174	1
GA21068-RA 	 5	18633028	18633102	1
GA21072-RA 	 1	18640966	18646394	1
GA21072-RA 	 2	18646753	18647191	1
GA21072-RA 	 3	18647519	18647621	1
GA21072-RA 	 4	18647884	18650950	1
GA21072-RA 	 5	18651050	18651115	1
GA21072-RA 	 6	18651311	18651367	1
GA21072-RA 	 7	18651510	18651619	1
GA21073-RA 	 1	12756339	12756391	1
GA21073-RA 	 2	12756882	12756941	1
GA21073-RA 	 3	12757629	12757688	1
GA21073-RA 	 4	12757834	12757901	1
GA21073-RA 	 5	12758501	12758563	1
GA21074-RA 	 1	10507019	10507081	1
GA21074-RA 	 2	10508195	10508260	1
GA21075-RA 	 1	12776531	12776850	1
GA21075-RA 	 2	12776923	12776994	1
GA21075-RA 	 3	12777205	12777264	1
GA21075-RA 	 4	12777409	12777477	1
GA21075-RA 	 5	12778314	12778380	1
GA21075-RA 	 6	12778741	12778810	1
GA21075-RA 	 7	12779093	12779152	1
GA21076-RA 	 1	12781549	12781606	1
GA21076-RA 	 2	12782176	12782237	1
GA21078-RA 	 1	  428138	  428198	1
GA21078-RA 	 2	  429181	  429635	1
GA21079-RA 	 1	12799306	12799375	1
GA21079-RA 	 2	12799677	12799738	1
GA21079-RA 	 3	12799896	12799962	1
GA21079-RA 	 4	12800141	12800203	1
GA21079-RA 	 5	12800340	12800399	1
GA21079-RA 	 6	12800752	12800818	1
GA21080-RA 	 1	12802911	12802967	1
GA21082-RB 	 1	12632694	12632767	1
GA21082-RB 	 2	12632980	12633047	1
GA21082-RB 	 3	12633264	12633329	1
GA21082-RB 	 4	12633456	12633519	1
GA21082-RB 	 5	12635813	12635859	1
GA21082-RB 	 6	12636965	12638107	1
GA21084-RA 	 1	12630257	12630311	1
GA21085-RA 	 1	12626262	12626319	1
GA21085-RA 	 2	12626782	12626921	1
GA21086-RA 	 1	12618301	12618363	1
GA21086-RA 	 2	12618474	12618600	1
GA21086-RA 	 3	12618850	12619091	1
GA21086-RA 	 4	12619302	12619368	1
GA21086-RA 	 5	12619703	12619766	1
GA21089-RA 	 1	14130273	14130338	1
GA21089-RA 	 2	14131146	14131214	1
GA21092-RA 	 1	14135558	14135636	2
GA21096-RA 	 1	 6102983	 6103046	1
GA21099-RA 	 1	17367393	17367505	1
GA21099-RA 	 2	17369422	17369503	1
GA21105-RD 	 1	17370966	17371037	1
GA21105-RD 	 2	17371243	17371306	1
GA21105-RD 	 3	17371392	17371453	1
GA21105-RD 	 4	17371573	17371652	1
GA21105-RD 	 5	17372126	17372916	1
GA21105-RD 	 6	17373096	17373153	1
GA21105-RD 	 7	17373319	17373393	1
GA21105-RD 	 8	17373768	17373830	1
GA21105-RD 	 9	17374421	17374479	1
GA21105-RD 	10	17374555	17374659	1
GA21105-RD 	11	17374777	17374979	1
GA21105-RD 	12	17375116	17375188	1
GA21105-RD 	13	17375487	17375577	1
GA21109-RB 	 1	17377310	17377379	1
GA21109-RB 	 2	17378019	17378077	1
GA21109-RB 	 3	17378202	17378267	1
GA21109-RB 	 4	17378394	17378456	1
GA21109-RB 	 5	17378818	17378891	1
GA21109-RB 	 6	17379068	17379175	1
GA21109-RB 	 7	17379395	17379473	1
GA21111-RA 	 1	14266688	14266749	2
GA21111-RA 	 2	14266949	14267010	2
GA21111-RA 	 3	14268021	14268083	2
GA21111-RA 	 4	14269083	14269138	2
GA21111-RA 	 5	14269348	14269420	2
GA21111-RA 	 6	14269648	14269712	2
GA21111-RA 	 7	14270944	14271004	2
GA21111-RA 	 8	14272072	14272482	2
GA21111-RA 	 9	14272767	14272838	2
GA21116-RA 	 1	14278118	14278181	1
GA21125-RA 	 1	 9568350	 9571237	1
GA21125-RA 	 2	 9571366	 9572406	1
GA21128-RA 	 1	 9566353	 9566418	1
GA21129-RA 	 1	 9564194	 9564258	1
GA21130-RA 	 1	 9557699	 9557801	1
GA21133-RA 	 1	 1813104	 1813159	1
GA21133-RA 	 2	 1813763	 1813827	1
GA21133-RA 	 3	 1814089	 1814143	1
GA21135-RA 	 1	17389322	17390253	1
GA21135-RA 	 2	17390480	17390547	1
GA21135-RA 	 3	17390832	17390914	1
GA21135-RA 	 4	17392869	17392936	1
GA21135-RA 	 5	17393243	17393309	1
GA21135-RA 	 6	17393450	17393517	1
GA21135-RA 	 7	17394080	17394148	1
GA21135-RA 	 8	17394296	17394360	1
GA21137-RA 	 1	 1815116	 1815173	1
GA21137-RA 	 2	 1815755	 1815804	1
GA21140-RK 	 1	 7372111	 7372171	1
GA21140-RK 	 2	 7372258	 7372318	1
GA21140-RK 	 3	 7373149	 7373209	1
GA21140-RK 	 4	 7373820	 7374071	1
GA21140-RK 	 5	 7374183	 7374560	1
GA21140-RK 	 6	 7374627	 7374971	1
GA21140-RK 	 7	 7375269	 7375732	1
GA21140-RK 	 8	 7375777	 7376082	1
GA21141-RA 	 1	17398867	17398915	1
GA21141-RA 	 2	17399493	17399555	1
GA21141-RA 	 3	17399854	17399909	1
GA21141-RA 	 4	17400027	17400097	1
GA21141-RA 	 5	17400525	17400582	1
GA21145-RA 	 1	17401302	17401371	1
GA21145-RA 	 2	17401662	17401731	1
GA21145-RA 	 3	17402156	17402212	1
GA21145-RA 	 4	17402432	17402489	1
GA21150-RA 	 1	17395463	17395532	1
GA21150-RA 	 2	17395674	17395735	1
GA21150-RA 	 3	17396841	17396926	1
GA21150-RA 	 4	17397506	17397834	1
GA21150-RA 	 5	17397882	17398003	1
GA21153-RA 	 1	17298517	17298577	1
GA21153-RA 	 2	17299570	17299630	1
GA21164-RB 	 1	17413081	17413140	1
GA21164-RB 	 2	17413302	17413356	1
GA21164-RB 	 3	17413527	17413588	1
GA21164-RB 	 4	17414192	17414255	1
GA21164-RB 	 5	17414511	17414566	1
GA21164-RB 	 6	17415179	17415235	1
GA21164-RB 	 7	17415331	17415394	1
GA21164-RB 	 8	17416283	17416356	1
GA21168-RF 	 1	19069509	19069567	1
GA21168-RF 	 2	19069651	19069708	1
GA21168-RF 	 3	19069949	19070017	1
GA21168-RF 	 4	19070203	19070268	1
GA21168-RF 	 5	19070525	19070622	1
GA21168-RF 	 6	19070626	19070685	1
GA21168-RF 	 7	19070850	19070912	1
GA21168-RF 	 8	19071053	19071296	1
GA21168-RF 	 9	19071339	19072152	1
GA21168-RF 	10	19072273	19072343	1
GA21168-RF 	11	19073124	19073186	1
GA21168-RF 	12	19073354	19073419	1
GA21168-RF 	13	19073611	19074039	1
GA21168-RF 	14	19074283	19074611	1
GA21168-RF 	15	19075022	19075088	1
GA21168-RF 	16	19075270	19075336	1
GA21168-RF 	17	19075428	19075490	1
GA21168-RF 	18	19075788	19075867	1
GA21168-RF 	19	19076231	19076285	1
GA21168-RF 	20	19076476	19076582	1
GA21168-RF 	21	19076976	19077033	1
GA21168-RF 	22	19077149	19077976	1
GA21168-RF 	23	19078004	19078099	1
GA21168-RF 	24	19078290	19078345	1
GA21168-RF 	25	19078483	19078543	1
GA21168-RF 	26	19078646	19078702	1
GA21171-RA 	 1	 9133711	 9133777	1
GA21171-RA 	 2	 9134815	 9134867	1
GA21177-RC 	 1	 5810903	 5810970	1
GA21177-RC 	 2	 5811105	 5811790	1
GA21177-RC 	 3	 5811978	 5812034	1
GA21177-RC 	 4	 5812289	 5812347	1
GA21177-RC 	 5	 5813682	 5813755	1
GA21177-RC 	 6	 5813966	 5814022	1
GA21177-RC 	 7	 5814306	 5814428	1
GA21177-RC 	 8	 5815195	 5816161	1
GA21177-RC 	 9	 5817362	 5846410	1
GA21180-RB 	 1	 7075561	 7075614	1
GA21181-RI 	 1	17421184	17426959	1
GA21181-RI 	 2	17428673	17431743	1
GA21181-RI 	 3	17431922	17432079	1
GA21181-RI 	 4	17432319	17432415	1
GA21181-RI 	 5	17432580	17432777	1
GA21181-RI 	 6	17432915	17432962	1
GA21181-RI 	 7	17433116	17434955	1
GA21181-RI 	 8	17435052	17437774	1
GA21181-RI 	 9	17437925	17438016	1
GA21181-RI 	10	17438094	17438167	1
GA21181-RI 	11	17438480	17438628	1
GA21181-RI 	12	17438724	17438780	1
GA21181-RI 	13	17438870	17438935	1
GA21181-RI 	14	17439253	17439322	1
GA21182-RA 	 1	 7069412	 7069464	1
GA21183-RA 	 1	 5804147	 5804201	1
GA21183-RA 	 2	 5804368	 5804422	1
GA21183-RA 	 3	 5804625	 5804689	1
GA21183-RA 	 4	 5804884	 5804957	1
GA21183-RA 	 5	 5805071	 5805278	1
GA21183-RA 	 6	 5805430	 5806113	1
GA21185-RB 	 1	17441339	17441395	1
GA21185-RB 	 2	17441769	17441826	1
GA21185-RB 	 3	17442027	17442090	1
GA21185-RB 	 4	17443012	17443086	1
GA21188-RA 	 1	 5801286	 5801348	1
GA21188-RA 	 2	 5801481	 5801670	1
GA21188-RA 	 3	 5801971	 5802024	1
GA21190-RA 	 1	 5797716	 5797792	1
GA21190-RA 	 2	 5797877	 5797946	1
GA21190-RA 	 3	 5798106	 5798165	1
GA21190-RA 	 4	 5798553	 5798616	1
GA21190-RA 	 5	 5798787	 5798844	1
GA21190-RA 	 6	 5799817	 5799875	1
GA21190-RA 	 7	 5800078	 5800147	1
GA21190-RA 	 8	 5800253	 5800371	1
GA21200-RA 	 1	 5757834	 5757972	1
GA21200-RA 	 2	 5758116	 5758988	1
GA21200-RA 	 3	 5759745	 5760759	1
GA21200-RA 	 4	 5760886	 5760995	1
GA21200-RA 	 5	 5761078	 5761140	1
GA21200-RA 	 6	 5761312	 5761374	1
GA21200-RA 	 7	 5761480	 5761561	1
GA21200-RA 	 8	 5761753	 5761822	1
GA21200-RA 	 9	 5761959	 5776935	1
GA21208-RB 	 1	12640292	12640356	1
GA21208-RB 	 2	12640495	12640554	1
GA21208-RB 	 3	12642022	12642081	1
GA21212-RB 	 1	12644133	12644288	1
GA21214-RA 	 1	19084714	19084785	1
GA21216-RA 	 1	  361386	  361491	1
GA21216-RA 	 2	  361737	  361798	1
GA21216-RA 	 3	  362054	  362113	1
GA21216-RA 	 4	  364230	  364297	1
GA21216-RA 	 5	  364459	  364528	1
GA21217-RA 	 1	19086595	19086665	1
GA21223-RB 	 1	  378697	  378770	1
GA21223-RB 	 2	  378898	  378954	1
GA21223-RB 	 3	  379362	  379428	1
GA21223-RB 	 4	  379758	  379820	1
GA21223-RB 	 5	  379896	  379954	1
GA21223-RB 	 6	  380069	  380132	1
GA21225-RA 	 1	 7005587	 7005641	1
GA21225-RA 	 2	 7006080	 7006208	1
GA21229-RC 	 1	 1841654	 1841720	1
GA21229-RC 	 2	 1843464	 1843532	1
GA21229-RC 	 3	 1843631	 1843691	1
GA21229-RC 	 4	 1843922	 1843992	1
GA21229-RC 	 5	 1844159	 1845776	1
GA21229-RC 	 6	 1846018	 1846085	1
GA21229-RC 	 7	 1846297	 1846354	1
GA21229-RC 	 8	 1846583	 1846654	1
GA21229-RC 	 9	 1848133	 1848193	1
GA21232-RA 	 1	11703223	11703292	1
GA21233-RB 	 1	11692678	11699845	1
GA21233-RB 	 2	11700071	11700157	1
GA21233-RB 	 3	11700503	11700565	1
GA21233-RB 	 4	11700959	11701018	1
GA21235-RC 	 1	  384606	  384666	1
GA21235-RC 	 2	  384827	  384888	1
GA21235-RC 	 3	  384977	  385040	1
GA21235-RC 	 4	  385433	  385505	1
GA21235-RC 	 5	  386257	  386317	1
GA21239-RA 	 1	 6341759	 6341811	1
GA21239-RA 	 2	 6341956	 6342013	1
GA21240-RA 	 1	17296266	17296318	1
GA21240-RA 	 2	17296637	17296697	1
GA21240-RA 	 3	17297706	17297778	1
GA21260-RA 	 1	 6604139	 6604194	1
GA21261-RA 	 1	 2341686	 2341750	1
GA21261-RA 	 2	 2342206	 2342259	1
GA21261-RA 	 3	 2342404	 2342459	1
GA21263-RA 	 1	 2324838	 2324895	1
GA21263-RA 	 2	 2325025	 2325082	1
GA21264-RA 	 1	 2325733	 2325792	1
GA21264-RA 	 2	 2325937	 2326017	1
GA21264-RA 	 3	 2327384	 2327440	1
GA21268-RA 	 1	 2109199	 2110585	1
GA21268-RA 	 2	 2110682	 2110795	1
GA21270-RA 	 1	 9314736	 9314790	1
GA21270-RA 	 2	 9314934	 9314995	1
GA21270-RA 	 3	 9315215	 9315281	1
GA21270-RA 	 4	 9315753	 9315872	1
GA21271-RA 	 1	 9293654	 9294040	1
GA21271-RA 	 2	 9294145	 9294207	1
GA21271-RA 	 3	 9294709	 9294771	1
GA21271-RA 	 4	 9294993	 9295054	1
GA21271-RA 	 5	 9295242	 9295342	1
GA21271-RA 	 6	 9295472	 9295656	1
GA21271-RA 	 7	 9295757	 9295822	1
GA21271-RA 	 8	 9296945	 9297024	1
GA21271-RA 	 9	 9297163	 9297229	1
GA21271-RA 	10	 9297439	 9297508	1
GA21272-RB 	 1	 9280767	 9280832	1
GA21272-RB 	 2	 9281031	 9281094	1
GA21272-RB 	 3	 9282309	 9282362	1
GA21272-RB 	 4	 9282449	 9282513	1
GA21273-RA 	 1	 9263350	 9263419	1
GA21273-RA 	 2	 9263573	 9263633	1
GA21273-RA 	 3	 9263913	 9263976	1
GA21273-RA 	 4	 9264367	 9264440	1
GA21273-RA 	 5	 9264578	 9264644	1
GA21273-RA 	 6	 9264838	 9264910	1
GA21273-RA 	 7	 9265098	 9265155	1
GA21273-RA 	 8	 9265617	 9265673	1
GA21273-RA 	 9	 9265919	 9265979	1
GA21275-RA 	 1	 9255921	 9255981	1
GA21275-RA 	 2	 9256334	 9256386	1
GA21275-RA 	 3	 9256620	 9256692	1
GA21275-RA 	 4	 9256820	 9256872	1
GA21275-RA 	 5	 9256975	 9257028	1
GA21276-RA 	 1	 9243851	 9244666	1
GA21276-RA 	 2	 9244772	 9244836	1
GA21276-RA 	 3	 9244998	 9245169	1
GA21276-RA 	 4	 9245765	 9245829	1
GA21276-RA 	 5	 9246043	 9246110	1
GA21276-RA 	 6	 9246214	 9246473	1
GA21277-RC 	 1	11486851	11486920	2
GA21277-RC 	 2	11487173	11487234	2
GA21277-RC 	 3	11487361	11487440	2
GA21277-RC 	 4	11487576	11488658	2
GA21277-RC 	 5	11489174	11489247	2
GA21277-RC 	 6	11489355	11489494	2
GA21277-RC 	 7	11489600	11489710	2
GA21277-RC 	 8	11489804	11489978	2
GA21277-RC 	 9	11490413	11490481	2
GA21277-RC 	10	11491912	11491976	2
GA21277-RC 	11	11492152	11492213	2
GA21278-RA 	 1	11480982	11481047	1
GA21278-RA 	 2	11481126	11481344	1
GA21278-RA 	 3	11481578	11481635	1
GA21278-RA 	 4	11481812	11481875	1
GA21280-RA 	 1	11551543	11551607	1
GA21280-RA 	 2	11551677	11551737	1
GA21280-RA 	 3	11551987	11552041	1
GA21280-RA 	 4	11552340	11552404	1
GA21280-RA 	 5	11552563	11552625	1
GA21281-RA 	 1	11567709	11567771	1
GA21281-RA 	 2	11567981	11568033	1
GA21281-RA 	 3	11568472	11568528	1
GA21282-RA 	 1	11584583	11584655	1
GA21283-RA 	 1	11585714	11585849	1
GA21283-RA 	 2	11586136	11586198	1
GA21283-RA 	 3	11586605	11586668	1
GA21283-RA 	 4	11586851	11587245	1
GA21283-RA 	 5	11587486	11587537	1
GA21283-RA 	 6	11587852	11587964	1
GA21283-RA 	 7	11588164	11588259	1
GA21285-RA 	 1	 6715876	 6715980	1
GA21285-RA 	 2	 6716360	 6716414	1
GA21285-RA 	 3	 6716832	 6716884	1
GA21285-RA 	 4	 6717026	 6717093	1
GA21285-RA 	 5	 6717599	 6717654	1
GA21286-RE 	 1	 6722828	 6722890	1
GA21286-RE 	 2	 6722948	 6723019	1
GA21286-RE 	 3	 6723238	 6723297	1
GA21286-RE 	 4	 6723569	 6723623	1
GA21287-RA 	 1	 6718181	 6718239	1
GA21287-RA 	 2	 6720562	 6720625	1
GA21288-RF 	 1	 7049159	 7051643	1
GA21288-RF 	 2	 7051780	 7052913	1
GA21288-RF 	 3	 7052983	 7053380	1
GA21288-RF 	 4	 7053820	 7053887	1
GA21288-RF 	 5	 7054095	 7054877	1
GA21288-RF 	 6	 7055353	 7055416	1
GA21288-RF 	 7	 7055590	 7055658	1
GA21288-RF 	 8	 7055923	 7055998	1
GA21288-RF 	 9	 7056275	 7056354	1
GA21290-RA 	 1	  459730	  459786	1
GA21290-RA 	 2	  459967	  460031	1
GA21290-RA 	 3	  460408	  460472	1
GA21290-RA 	 4	  460606	  460679	1
GA21290-RA 	 5	  460910	  460980	1
GA21292-RA 	 1	 7071490	 7071542	1
GA21293-RA 	 1	 7110937	 7111019	1
GA21293-RA 	 2	 7111645	 7111712	1
GA21293-RA 	 3	 7112577	 7112650	1
GA21293-RA 	 4	 7112782	 7112932	1
GA21293-RA 	 5	 7112975	 7113194	1
